zone,latitude,longitude,temperature_c,humidity_percent,precipitation_mm,cloud_cover_percent,wind_speed_kmh,wind_direction_degree,solar_radiation_wm2,hour,day,month,day_of_week,is_daytime,solar_generation_mw_per_1mw
Mymensingh,24.7471,90.4203,29.3,53,0.0,0,1.3,360,686.0,12,11,11,0,1,0.6053274999999999
Mymensingh,24.7471,90.4203,29.7,51,0.0,0,0.8,315,667.0,13,11,11,0,1,0.5252574999999999
Mymensingh,24.7471,90.4203,29.8,50,0.0,0,1.6,243,581.0,14,11,11,0,1,0.400367
Mymensingh,24.7471,90.4203,29.6,51,0.0,0,2.3,247,436.0,15,11,11,0,1,0.23652949999999995
Mymensingh,24.7471,90.4203,28.6,67,0.0,0,1.8,259,255.0,16,11,11,0,1,0.07242
Mymensingh,24.7471,90.4203,27.3,62,0.0,0,4.4,261,78.0,17,11,11,0,1,0.0
Mymensingh,24.7471,90.4203,23.9,77,0.0,0,7.8,251,1.0,18,11,11,0,1,0.0
Mymensingh,24.7471,90.4203,23.1,73,0.0,0,6.4,259,0.0,19,11,11,0,0,0.0
Mymensingh,24.7471,90.4203,22.3,73,0.0,1,8.7,284,0.0,20,11,11,0,0,0.0
Mymensingh,24.7471,90.4203,21.8,75,0.0,0,9.4,282,0.0,21,11,11,0,0,0.0
Mymensingh,24.7471,90.4203,21.4,76,0.0,0,8.7,278,0.0,22,11,11,0,0,0.0
Mymensingh,24.7471,90.4203,20.9,79,0.0,0,6.4,320,0.0,23,11,11,0,0,0.0
Mymensingh,24.7471,90.4203,20.3,85,0.0,0,5.9,346,0.0,0,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,19.6,90,0.0,0,8.1,342,0.0,1,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,19.7,88,0.0,1,8.3,330,0.0,2,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,19.6,88,0.0,52,8.0,322,0.0,3,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,19.5,88,0.0,0,7.5,314,0.0,4,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,18.7,91,0.0,37,5.9,270,0.0,5,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,18.3,92,0.0,0,6.6,283,0.0,6,12,11,1,0,0.023077499999999997
Mymensingh,24.7471,90.4203,20.6,87,0.0,87,4.6,306,26.0,7,12,11,1,1,0.166855
Mymensingh,24.7471,90.4203,22.7,82,0.0,5,3.6,354,170.0,8,12,11,1,1,0.333727
Mymensingh,24.7471,90.4203,24.9,74,0.0,5,4.2,7,353.0,9,12,11,1,1,0.4757025
Mymensingh,24.7471,90.4203,26.6,68,0.0,11,5.8,5,514.0,10,12,11,1,1,0.552585
Mymensingh,24.7471,90.4203,27.7,63,0.0,47,5.4,352,625.0,11,12,11,1,1,0.5505024999999999
Mymensingh,24.7471,90.4203,28.5,57,0.0,91,3.1,350,674.0,12,12,11,1,1,0.5465924999999999
Mymensingh,24.7471,90.4203,28.9,54,0.0,94,2.7,318,647.0,13,12,11,1,1,0.47465699999999994
Mymensingh,24.7471,90.4203,29.1,53,0.0,98,3.5,305,565.0,14,12,11,1,1,0.351883
Mymensingh,24.7471,90.4203,28.9,53,0.0,100,4.5,307,420.0,15,12,11,1,1,0.2037025
Mymensingh,24.7471,90.4203,28.1,61,0.0,15,3.9,332,246.0,16,12,11,1,1,0.061599499999999995
Mymensingh,24.7471,90.4203,26.7,67,0.0,3,4.2,348,75.0,17,12,11,1,1,0.0
Mymensingh,24.7471,90.4203,24.9,74,0.0,9,4.7,272,1.0,18,12,11,1,1,0.0
Mymensingh,24.7471,90.4203,23.8,74,0.0,56,2.1,31,0.0,19,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,23.9,69,0.0,93,0.9,37,0.0,20,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,23.7,69,0.0,1,1.5,256,0.0,21,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,23.4,72,0.0,0,3.2,308,0.0,22,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,22.4,78,0.0,0,5.1,324,0.0,23,12,11,1,0,0.0
Mymensingh,24.7471,90.4203,21.4,85,0.0,0,5.2,331,0.0,0,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.7,90,0.0,0,4.8,326,0.0,1,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.3,92,0.0,0,4.0,324,0.0,2,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.2,93,0.0,0,3.2,308,0.0,3,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.0,94,0.0,0,3.7,317,0.0,4,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,19.8,94,0.0,1,4.9,336,0.0,5,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,19.5,95,0.0,6,5.2,344,0.0,6,13,11,2,0,0.019805
Mymensingh,24.7471,90.4203,20.1,99,0.0,91,6.2,327,22.0,7,13,11,2,1,0.151385
Mymensingh,24.7471,90.4203,22.4,91,0.0,5,4.3,15,149.0,8,13,11,2,1,0.3066375
Mymensingh,24.7471,90.4203,24.8,81,0.0,3,4.7,40,349.0,9,13,11,2,1,0.448545
Mymensingh,24.7471,90.4203,26.4,73,0.0,0,4.6,48,509.0,10,13,11,2,1,0.5468305
Mymensingh,24.7471,90.4203,27.6,66,0.0,0,4.8,45,620.0,11,13,11,2,1,0.6059479999999999
Mymensingh,24.7471,90.4203,28.3,62,0.0,0,4.1,29,664.0,12,13,11,2,1,0.5766569999999999
Mymensingh,24.7471,90.4203,28.8,58,0.0,4,4.5,358,646.0,13,13,11,2,1,0.4945979999999999
Mymensingh,24.7471,90.4203,28.8,56,0.0,6,5.7,336,548.0,14,13,11,2,1,0.36945249999999996
Mymensingh,24.7471,90.4203,28.6,57,0.0,1,6.3,329,419.0,15,13,11,2,1,0.20830949999999998
Mymensingh,24.7471,90.4203,27.7,63,0.0,0,6.4,342,245.0,16,13,11,2,1,0.0637755
Mymensingh,24.7471,90.4203,25.6,76,0.0,0,4.0,5,73.0,17,13,11,2,1,0.0
Mymensingh,24.7471,90.4203,24.6,77,0.0,0,2.0,10,1.0,18,13,11,2,1,0.0
Mymensingh,24.7471,90.4203,24.0,79,0.0,4,5.1,309,0.0,19,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,23.7,73,0.0,0,9.3,310,0.0,20,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,22.9,76,0.0,0,9.0,331,0.0,21,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,22.2,80,0.0,0,7.9,344,0.0,22,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,21.8,80,0.0,0,7.2,341,0.0,23,13,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.9,83,0.0,0,6.0,339,0.0,0,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.2,87,0.0,0,4.7,337,0.0,1,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.6,90,0.0,0,4.5,320,0.0,2,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.2,92,0.0,0,4.8,307,0.0,3,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,18.9,92,0.0,0,4.6,296,0.0,4,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.1,92,0.0,0,5.4,290,0.0,5,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.2,90,0.0,0,6.0,291,0.0,6,14,11,3,0,0.017067999999999996
Mymensingh,24.7471,90.4203,20.6,89,0.0,0,6.6,343,24.0,7,14,11,3,1,0.1353795
Mymensingh,24.7471,90.4203,22.2,85,0.0,2,5.2,6,162.0,8,14,11,3,1,0.29466950000000003
Mymensingh,24.7471,90.4203,24.7,78,0.0,0,5.0,334,348.0,9,14,11,3,1,0.40856950000000003
Mymensingh,24.7471,90.4203,26.9,68,0.0,0,5.9,346,511.0,10,14,11,3,1,0.5057754999999999
Mymensingh,24.7471,90.4203,28.1,62,0.0,0,6.0,350,624.0,11,14,11,3,1,0.5816804999999999
Mymensingh,24.7471,90.4203,28.9,57,0.0,1,6.7,340,673.0,12,14,11,3,1,0.5593
Mymensingh,24.7471,90.4203,29.3,55,0.0,1,7.6,332,651.0,13,14,11,3,1,0.474725
Mymensingh,24.7471,90.4203,29.4,53,0.0,2,7.7,327,563.0,14,14,11,3,1,0.344777
Mymensingh,24.7471,90.4203,29.2,53,0.0,3,7.5,323,422.0,15,14,11,3,1,0.20774
Mymensingh,24.7471,90.4203,28.4,60,0.0,3,5.6,315,243.0,16,14,11,3,1,0.058054999999999995
Mymensingh,24.7471,90.4203,26.1,70,0.0,3,5.7,307,73.0,17,14,11,3,1,0.0
Mymensingh,24.7471,90.4203,24.9,71,0.0,1,8.5,308,1.0,18,14,11,3,1,0.0
Mymensingh,24.7471,90.4203,24.6,70,0.0,1,10.4,316,0.0,19,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,23.7,74,0.0,0,9.4,329,0.0,20,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,22.4,82,0.0,0,6.4,338,0.0,21,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,21.8,84,0.0,0,5.0,345,0.0,22,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,21.4,85,0.0,0,3.5,325,0.0,23,14,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.5,89,0.0,0,4.6,315,0.0,0,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,20.2,91,0.0,0,5.1,302,0.0,1,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.8,93,0.0,0,6.6,283,0.0,2,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.6,92,0.0,0,6.5,283,0.0,3,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.5,92,0.0,0,7.2,292,0.0,4,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.4,92,0.0,0,7.2,297,0.0,5,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.4,92,0.0,0,7.7,300,0.0,6,15,11,4,0,0.0152575
Mymensingh,24.7471,90.4203,20.2,94,0.0,0,7.7,321,24.0,7,15,11,4,1,0.1183795
Mymensingh,24.7471,90.4203,22.0,90,0.0,0,5.5,328,164.0,8,15,11,4,1,0.268702
Mymensingh,24.7471,90.4203,24.3,83,0.0,0,5.4,330,347.0,9,15,11,4,1,0.39510549999999994
Mymensingh,24.7471,90.4203,26.5,73,0.0,0,7.2,332,509.0,10,15,11,4,1,0.49215
Mymensingh,24.7471,90.4203,27.9,63,0.0,0,9.3,332,620.0,11,15,11,4,1,0.5712424999999999
Mymensingh,24.7471,90.4203,28.6,56,0.0,0,9.5,328,669.0,12,15,11,4,1,0.5520495
Mymensingh,24.7471,90.4203,29.0,52,0.0,0,8.5,324,649.0,13,15,11,4,1,0.4729995
Mymensingh,24.7471,90.4203,29.0,51,0.0,0,8.2,322,564.0,14,15,11,4,1,0.333455
Mymensingh,24.7471,90.4203,28.6,52,0.0,0,8.3,327,422.0,15,15,11,4,1,0.20972049999999998
Mymensingh,24.7471,90.4203,27.7,60,0.0,0,5.9,340,244.0,16,15,11,4,1,0.05530949999999999
Mymensingh,24.7471,90.4203,25.6,69,0.0,0,4.2,335,72.0,17,15,11,4,1,0.0
Mymensingh,24.7471,90.4203,24.0,72,0.0,0,3.8,301,1.0,18,15,11,4,1,0.0
Mymensingh,24.7471,90.4203,23.5,72,0.0,0,4.0,297,0.0,19,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,23.1,71,0.0,0,3.0,303,0.0,20,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,22.4,73,0.0,0,2.5,315,0.0,21,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,21.4,77,0.0,0,3.4,286,0.0,22,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,20.7,82,0.0,0,5.8,268,0.0,23,15,11,4,0,0.0
Mymensingh,24.7471,90.4203,19.9,86,0.0,0,4.4,279,0.0,0,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,19.4,89,0.0,0,5.5,302,0.0,1,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,19.1,89,0.0,0,3.5,285,0.0,2,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,18.7,91,0.0,0,5.0,296,0.0,3,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,18.6,92,0.0,0,5.6,292,0.0,4,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,18.5,92,0.0,0,7.0,291,0.0,5,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,18.3,92,0.0,0,6.3,294,0.0,6,16,11,5,0,0.0148325
Mymensingh,24.7471,90.4203,19.1,93,0.0,0,6.2,314,23.0,7,16,11,5,1,0.114648
Mymensingh,24.7471,90.4203,21.0,87,0.0,0,4.4,341,163.0,8,16,11,5,1,0.260933
Mymensingh,24.7471,90.4203,23.2,81,0.0,0,4.8,345,345.0,9,16,11,5,1,0.37943999999999994
Mymensingh,24.7471,90.4203,25.2,73,0.0,0,5.6,339,506.0,10,16,11,5,1,0.4699225
Mymensingh,24.7471,90.4203,26.7,67,0.0,0,5.1,337,618.0,11,16,11,5,1,0.5199195
Mymensingh,24.7471,90.4203,27.7,61,0.0,0,5.2,326,667.0,12,16,11,5,1,0.5022055000000001
Mymensingh,24.7471,90.4203,28.4,54,0.0,0,6.2,316,649.0,13,16,11,5,1,0.4417875
Mymensingh,24.7471,90.4203,28.5,51,0.0,0,6.8,312,565.0,14,16,11,5,1,0.3321545
Mymensingh,24.7471,90.4203,28.3,50,0.0,0,6.0,314,424.0,15,16,11,5,1,0.18359999999999999
Mymensingh,24.7471,90.4203,27.5,60,0.0,0,2.8,315,245.0,16,16,11,5,1,0.048773
Mymensingh,24.7471,90.4203,25.1,70,0.0,0,1.5,256,72.0,17,16,11,5,1,0.0
Mymensingh,24.7471,90.4203,22.8,78,0.0,0,3.6,252,1.0,18,16,11,5,1,0.0
Mymensingh,24.7471,90.4203,21.9,79,0.0,1,5.7,261,0.0,19,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,21.3,77,0.0,4,5.9,284,0.0,20,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,21.0,75,0.0,0,5.3,258,0.0,21,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,20.3,78,0.0,8,5.4,262,0.0,22,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,19.4,84,0.0,40,5.8,290,0.0,23,16,11,5,0,0.0
Mymensingh,24.7471,90.4203,19.0,86,0.0,91,6.2,282,0.0,0,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,19.0,85,0.0,90,7.6,278,0.0,1,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,18.7,86,0.0,97,7.7,279,0.0,2,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,18.4,88,0.0,90,7.1,289,0.0,3,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,18.1,88,0.0,83,7.1,286,0.0,4,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,17.6,89,0.0,65,6.8,282,0.0,5,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,17.2,89,0.0,0,6.3,285,0.0,6,17,11,6,0,0.013667999999999998
Mymensingh,24.7471,90.4203,18.3,88,0.0,3,6.5,289,22.0,7,17,11,6,1,0.11426549999999999
Mymensingh,24.7471,90.4203,20.4,83,0.0,0,4.9,321,162.0,8,17,11,6,1,0.26324499999999995
Mymensingh,24.7471,90.4203,22.7,73,0.0,0,3.9,344,345.0,9,17,11,6,1,0.39730699999999997
Mymensingh,24.7471,90.4203,24.6,66,0.0,0,3.4,357,505.0,10,17,11,6,1,0.472787
Mymensingh,24.7471,90.4203,26.1,62,0.0,0,2.8,345,617.0,11,17,11,6,1,0.5287255
Mymensingh,24.7471,90.4203,27.2,55,0.0,0,1.9,319,668.0,12,17,11,6,1,0.4865995
Mymensingh,24.7471,90.4203,27.7,51,0.0,0,1.7,221,649.0,13,17,11,6,1,0.42873999999999995
Mymensingh,24.7471,90.4203,27.7,51,0.0,0,3.4,198,563.0,14,17,11,6,1,0.34354450000000003
Mymensingh,24.7471,90.4203,27.4,51,0.0,0,3.8,205,421.0,15,17,11,6,1,0.196435
Mymensingh,24.7471,90.4203,26.6,60,0.0,0,3.2,214,243.0,16,17,11,6,1,0.049045
Mymensingh,24.7471,90.4203,24.3,70,0.0,0,2.6,219,71.0,17,17,11,6,1,0.0
Mymensingh,24.7471,90.4203,22.0,76,0.0,0,4.7,227,0.0,18,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,21.3,77,0.0,0,6.0,241,0.0,19,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,20.4,79,0.0,0,5.5,257,0.0,20,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,20.0,79,0.0,2,5.9,259,0.0,21,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,19.8,77,0.0,1,6.0,261,0.0,22,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,20.2,75,0.0,0,2.6,286,0.0,23,17,11,6,0,0.0
Mymensingh,24.7471,90.4203,18.9,84,0.0,1,3.6,6,0.0,0,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,18.3,89,0.0,0,4.3,17,0.0,1,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,18.6,87,0.0,0,2.0,350,0.0,2,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,17.9,89,0.0,0,3.9,326,0.0,3,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,17.4,91,0.0,0,4.2,342,0.0,4,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,17.1,91,0.0,0,3.7,321,0.0,5,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,16.9,92,0.0,0,4.1,322,0.0,6,18,11,0,0,0.01411
Mymensingh,24.7471,90.4203,17.3,99,0.0,95,5.4,354,19.0,7,18,11,0,1,0.12945500000000001
Mymensingh,24.7471,90.4203,20.1,92,0.0,0,3.8,8,140.0,8,18,11,0,1,0.297415
Mymensingh,24.7471,90.4203,23.4,78,0.0,0,2.4,27,337.0,9,18,11,0,1,0.3982675
Mymensingh,24.7471,90.4203,25.3,70,0.0,0,2.6,39,497.0,10,18,11,0,1,0.4768754999999999
Mymensingh,24.7471,90.4203,26.6,64,0.0,3,1.7,58,608.0,11,18,11,0,1,0.5663549999999999
Mymensingh,24.7471,90.4203,27.4,59,0.0,13,2.2,85,656.0,12,18,11,0,1,0.560337
Mymensingh,24.7471,90.4203,27.8,55,0.0,9,1.8,79,631.0,13,18,11,0,1,0.495652
Mymensingh,24.7471,90.4203,27.9,54,0.0,7,1.1,18,550.0,14,18,11,0,1,0.37053200000000003
Mymensingh,24.7471,90.4203,27.7,55,0.0,5,1.7,319,417.0,15,18,11,0,1,0.21145450000000002
Mymensingh,24.7471,90.4203,27.0,61,0.0,3,3.1,310,241.0,16,18,11,0,1,0.058803
Mymensingh,24.7471,90.4203,24.3,75,0.0,4,2.1,301,71.0,17,18,11,0,1,0.0
Mymensingh,24.7471,90.4203,22.5,81,0.0,0,1.3,270,0.0,18,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,22.0,82,0.0,0,1.3,196,0.0,19,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,21.4,81,0.0,0,2.2,222,0.0,20,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,20.7,82,0.0,0,2.5,240,0.0,21,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,19.7,87,0.0,0,3.8,267,0.0,22,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,19.0,88,0.0,0,3.2,289,0.0,23,18,11,0,0,0.0
Mymensingh,24.7471,90.4203,18.4,88,0.0,0,3.7,325,0.0,0,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,17.8,89,0.0,0,5.3,322,0.0,1,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,17.7,87,0.0,0,4.9,309,0.0,2,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,17.6,87,0.0,0,4.6,324,0.0,3,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,17.6,87,0.0,0,4.3,327,0.0,4,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,17.4,88,0.0,0,4.4,330,0.0,5,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,16.8,91,0.0,0,5.1,343,0.0,6,19,11,1,0,0.016252000000000003
Mymensingh,24.7471,90.4203,18.2,93,0.0,0,4.6,349,20.0,7,19,11,1,1,0.147305
Mymensingh,24.7471,90.4203,20.7,85,0.0,0,4.5,7,154.0,8,19,11,1,1,0.307955
Mymensingh,24.7471,90.4203,23.3,78,0.0,0,4.3,24,333.0,9,19,11,1,1,0.4514775
Mymensingh,24.7471,90.4203,25.3,70,0.0,0,4.1,23,494.0,10,19,11,1,1,0.5508
Mymensingh,24.7471,90.4203,26.6,63,0.0,0,3.1,7,607.0,11,19,11,1,1,0.6084555
Mymensingh,24.7471,90.4203,27.5,55,0.0,0,1.6,354,661.0,12,19,11,1,1,0.59126
Mymensingh,24.7471,90.4203,27.8,53,0.0,0,1.9,331,645.0,13,19,11,1,1,0.5168425
Mymensingh,24.7471,90.4203,27.9,52,0.0,1,2.3,321,559.0,14,19,11,1,1,0.38846699999999995
Mymensingh,24.7471,90.4203,27.6,54,0.0,2,2.8,325,417.0,15,19,11,1,1,0.22510550000000001
Mymensingh,24.7471,90.4203,26.7,63,0.0,1,3.7,337,240.0,16,19,11,1,1,0.06432800000000001
Mymensingh,24.7471,90.4203,23.9,72,0.0,0,4.2,353,70.0,17,19,11,1,1,0.0
Mymensingh,24.7471,90.4203,22.4,73,0.0,0,3.8,357,0.0,18,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,21.5,74,0.0,0,4.9,350,0.0,19,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,21.7,69,0.0,0,3.8,343,0.0,20,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,21.6,66,0.0,0,3.5,321,0.0,21,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,20.5,67,0.0,0,5.3,325,0.0,22,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,19.4,70,0.0,0,5.1,342,0.0,23,19,11,1,0,0.0
Mymensingh,24.7471,90.4203,18.4,77,0.0,0,5.8,353,0.0,0,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,17.9,81,0.0,0,4.4,348,0.0,1,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,17.8,81,0.0,0,3.6,357,0.0,2,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,17.3,83,0.0,0,4.9,8,0.0,3,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,16.8,85,0.0,0,5.3,350,0.0,4,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,16.5,87,0.0,0,5.6,335,0.0,5,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,16.3,87,0.0,0,5.1,328,0.0,6,20,11,2,0,0.015639999999999998
Mymensingh,24.7471,90.4203,18.1,86,0.0,0,5.8,326,19.0,7,20,11,2,1,0.14551999999999998
Mymensingh,24.7471,90.4203,20.7,80,0.0,0,5.5,314,152.0,8,20,11,2,1,0.31005449999999996
Mymensingh,24.7471,90.4203,23.3,75,0.0,1,3.1,339,332.0,9,20,11,2,1,0.453645
Mymensingh,24.7471,90.4203,25.5,66,0.0,5,4.3,338,491.0,10,20,11,2,1,0.540702
Mymensingh,24.7471,90.4203,27.0,55,0.0,3,3.9,323,599.0,11,20,11,2,1,0.5769375
Mymensingh,24.7471,90.4203,27.8,51,0.0,0,1.1,351,646.0,12,20,11,2,1,0.5440425
Mymensingh,24.7471,90.4203,28.2,49,0.0,18,4.1,113,627.0,13,20,11,2,1,0.46739800000000004
Mymensingh,24.7471,90.4203,28.2,48,0.0,15,4.1,128,502.0,14,20,11,2,1,0.3533195
Mymensingh,24.7471,90.4203,28.0,49,0.0,12,4.0,150,393.0,15,20,11,2,1,0.20334549999999998
Mymensingh,24.7471,90.4203,27.0,61,0.0,10,3.6,180,224.0,16,20,11,2,1,0.057188
Mymensingh,24.7471,90.4203,24.1,74,0.0,2,4.8,225,65.0,17,20,11,2,1,0.0
Mymensingh,24.7471,90.4203,22.7,78,0.0,0,8.1,257,0.0,18,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,22.0,76,0.0,2,6.0,253,0.0,19,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.7,81,0.0,2,5.2,245,0.0,20,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.2,82,0.0,0,4.6,228,0.0,21,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,20.3,77,0.0,2,2.2,270,0.0,22,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,19.7,80,0.0,20,3.2,313,0.0,23,20,11,2,0,0.0
Mymensingh,24.7471,90.4203,19.5,81,0.0,6,2.7,323,0.0,0,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.1,77,0.0,12,0.9,323,0.0,1,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.0,77,0.0,15,1.4,270,0.0,2,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,18.7,84,0.0,28,4.0,352,0.0,3,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,18.4,86,0.0,13,0.9,323,0.0,4,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,17.9,88,0.0,1,0.2,270,0.0,5,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,17.3,90,0.0,0,0.8,315,0.0,6,21,11,3,0,0.014067500000000002
Mymensingh,24.7471,90.4203,18.0,96,0.0,0,2.3,238,18.0,7,21,11,3,1,0.128622
Mymensingh,24.7471,90.4203,20.4,87,0.0,0,1.7,302,150.0,8,21,11,3,1,0.2857275
Mymensingh,24.7471,90.4203,23.1,78,0.0,0,0.5,45,331.0,9,21,11,3,1,0.42591799999999996
Mymensingh,24.7471,90.4203,24.9,71,0.0,0,2.3,72,485.0,10,21,11,3,1,0.5251129999999999
Mymensingh,24.7471,90.4203,26.2,60,0.0,0,2.3,129,599.0,11,21,11,3,1,0.534463
Mymensingh,24.7471,90.4203,26.9,51,0.0,6,4.2,144,623.0,12,21,11,3,1,0.516613
Mymensingh,24.7471,90.4203,27.2,48,0.0,4,5.4,146,609.0,13,21,11,3,1,0.46523050000000005
Mymensingh,24.7471,90.4203,27.1,47,0.0,3,5.9,153,543.0,14,21,11,3,1,0.3431195
Mymensingh,24.7471,90.4203,26.8,49,0.0,2,4.4,161,408.0,15,21,11,3,1,0.1942675
Mymensingh,24.7471,90.4203,26.0,57,0.0,1,2.4,197,233.0,16,21,11,3,1,0.053788
Mymensingh,24.7471,90.4203,23.9,67,0.0,0,1.4,247,67.0,17,21,11,3,1,0.0
Mymensingh,24.7471,90.4203,22.3,71,0.0,1,1.7,252,0.0,18,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,21.2,71,0.0,1,5.9,243,0.0,19,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.5,70,0.0,3,4.4,261,0.0,20,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,20.5,67,0.0,1,2.7,307,0.0,21,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.9,72,0.0,2,3.8,360,0.0,22,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,19.4,78,0.0,0,3.5,351,0.0,23,21,11,3,0,0.0
Mymensingh,24.7471,90.4203,18.9,83,0.0,0,3.1,13,0.0,0,22,11,4,0,0.0
Mymensingh,24.7471,90.4203,18.3,88,0.0,6,3.5,62,0.0,1,22,11,4,0,0.0
Mymensingh,24.7471,90.4203,17.9,90,0.0,3,4.0,122,0.0,2,22,11,4,0,0.0
