zone,latitude,longitude,timestamp,wind_speed_100m_kmh,wind_direction_100m_degree,temperature_c,pressure_msl_hpa
Rajshahi,24.3745,88.6042,2024-10-01T17:00,6.7,174,29.6,1001.9
Rajshahi,24.3745,88.6042,2024-10-01T18:00,7.4,97,28.5,1002.3
Rajshahi,24.3745,88.6042,2024-10-01T19:00,6.7,183,28.4,1003.1
Rajshahi,24.3745,88.6042,2024-10-01T20:00,4.6,206,28.2,1003.8
Rajshahi,24.3745,88.6042,2024-10-01T21:00,6.7,218,27.9,1004.5
Rajshahi,24.3745,88.6042,2024-10-01T22:00,7.7,231,27.5,1004.7
Rajshahi,24.3745,88.6042,2024-10-01T23:00,9.3,227,27.5,1004.9
Rajshahi,24.3745,88.6042,2024-10-02T00:00,12.2,237,27.5,1004.6
Rajshahi,24.3745,88.6042,2024-10-02T01:00,13.5,251,27.4,1003.9
Rajshahi,24.3745,88.6042,2024-10-02T02:00,14.8,279,27.3,1003.0
Rajshahi,24.3745,88.6042,2024-10-02T03:00,11.7,313,27.0,1003.3
Rajshahi,24.3745,88.6042,2024-10-02T04:00,9.9,358,26.6,1003.2
Rajshahi,24.3745,88.6042,2024-10-02T05:00,13.2,22,26.1,1003.5
Rajshahi,24.3745,88.6042,2024-10-02T06:00,9.0,37,25.9,1004.1
Rajshahi,24.3745,88.6042,2024-10-02T07:00,6.3,307,27.6,1004.6
Rajshahi,24.3745,88.6042,2024-10-02T08:00,8.0,318,28.8,1005.1
Rajshahi,24.3745,88.6042,2024-10-02T09:00,3.2,71,28.1,1005.7
Rajshahi,24.3745,88.6042,2024-10-02T10:00,4.0,342,29.5,1005.7
Rajshahi,24.3745,88.6042,2024-10-02T11:00,5.1,352,30.9,1005.0
Rajshahi,24.3745,88.6042,2024-10-02T12:00,8.5,342,31.7,1004.0
Rajshahi,24.3745,88.6042,2024-10-02T13:00,6.6,338,31.7,1002.7
Rajshahi,24.3745,88.6042,2024-10-02T14:00,8.3,312,31.6,1001.7
Rajshahi,24.3745,88.6042,2024-10-02T15:00,10.4,302,29.3,1001.0
Rajshahi,24.3745,88.6042,2024-10-02T16:00,4.4,300,29.5,1000.9
Rajshahi,24.3745,88.6042,2024-10-02T17:00,3.5,255,29.9,1001.4
Rajshahi,24.3745,88.6042,2024-10-02T18:00,5.1,247,28.6,1002.4
Rajshahi,24.3745,88.6042,2024-10-02T19:00,12.1,320,27.8,1002.6
Rajshahi,24.3745,88.6042,2024-10-02T20:00,10.2,302,27.4,1003.7
Rajshahi,24.3745,88.6042,2024-10-02T21:00,10.9,301,27.2,1004.1
Rajshahi,24.3745,88.6042,2024-10-02T22:00,9.7,313,27.0,1004.3
Rajshahi,24.3745,88.6042,2024-10-02T23:00,8.0,326,26.7,1004.1
Rajshahi,24.3745,88.6042,2024-10-03T00:00,10.8,323,26.9,1003.8
Rajshahi,24.3745,88.6042,2024-10-03T01:00,11.2,323,26.8,1003.4
Rajshahi,24.3745,88.6042,2024-10-03T02:00,9.4,340,26.6,1002.7
Rajshahi,24.3745,88.6042,2024-10-03T03:00,9.4,1,26.4,1002.3
Rajshahi,24.3745,88.6042,2024-10-03T04:00,11.3,37,26.0,1002.2
Rajshahi,24.3745,88.6042,2024-10-03T05:00,3.5,55,25.8,1002.1
Rajshahi,24.3745,88.6042,2024-10-03T06:00,5.0,2,25.9,1002.8
Rajshahi,24.3745,88.6042,2024-10-03T07:00,18.9,87,25.7,1004.0
Rajshahi,24.3745,88.6042,2024-10-03T08:00,12.5,75,25.9,1004.6
Rajshahi,24.3745,88.6042,2024-10-03T09:00,10.8,79,26.8,1005.0
Rajshahi,24.3745,88.6042,2024-10-03T10:00,12.2,73,27.9,1005.2
Rajshahi,24.3745,88.6042,2024-10-03T11:00,11.0,75,28.7,1004.9
Rajshahi,24.3745,88.6042,2024-10-03T12:00,10.6,76,29.5,1003.8
Rajshahi,24.3745,88.6042,2024-10-03T13:00,9.3,71,29.9,1002.2
Rajshahi,24.3745,88.6042,2024-10-03T14:00,9.0,55,30.0,1001.2
Rajshahi,24.3745,88.6042,2024-10-03T15:00,9.5,27,28.3,1000.9
Rajshahi,24.3745,88.6042,2024-10-03T16:00,11.2,48,28.7,1000.9
Rajshahi,24.3745,88.6042,2024-10-03T17:00,13.2,45,28.1,1001.1
Rajshahi,24.3745,88.6042,2024-10-03T18:00,12.7,52,27.3,1002.3
Rajshahi,24.3745,88.6042,2024-10-03T19:00,16.2,36,26.8,1002.4
Rajshahi,24.3745,88.6042,2024-10-03T20:00,17.3,55,26.6,1003.6
Rajshahi,24.3745,88.6042,2024-10-03T21:00,13.6,62,26.2,1004.3
Rajshahi,24.3745,88.6042,2024-10-03T22:00,16.2,53,25.9,1004.6
Rajshahi,24.3745,88.6042,2024-10-03T23:00,14.7,50,25.6,1004.5
Rajshahi,24.3745,88.6042,2024-10-04T00:00,12.6,47,25.2,1004.3
Rajshahi,24.3745,88.6042,2024-10-04T01:00,13.0,44,25.0,1003.9
Rajshahi,24.3745,88.6042,2024-10-04T02:00,12.4,43,25.0,1003.4
Rajshahi,24.3745,88.6042,2024-10-04T03:00,10.2,45,25.3,1003.2
Rajshahi,24.3745,88.6042,2024-10-04T04:00,8.0,46,25.4,1003.3
Rajshahi,24.3745,88.6042,2024-10-04T05:00,8.4,45,25.2,1003.5
Rajshahi,24.3745,88.6042,2024-10-04T06:00,6.1,30,25.2,1004.0
Rajshahi,24.3745,88.6042,2024-10-04T07:00,3.6,261,26.4,1004.0
Rajshahi,24.3745,88.6042,2024-10-04T08:00,6.0,279,27.0,1005.1
Rajshahi,24.3745,88.6042,2024-10-04T09:00,4.7,272,28.0,1005.7
Rajshahi,24.3745,88.6042,2024-10-04T10:00,1.4,180,28.8,1006.1
Rajshahi,24.3745,88.6042,2024-10-04T11:00,1.0,59,29.7,1005.9
Rajshahi,24.3745,88.6042,2024-10-04T12:00,3.3,144,30.1,1004.9
Rajshahi,24.3745,88.6042,2024-10-04T13:00,3.0,38,29.4,1003.8
Rajshahi,24.3745,88.6042,2024-10-04T14:00,6.6,311,27.6,1003.0
Rajshahi,24.3745,88.6042,2024-10-04T15:00,6.8,122,27.2,1002.2
Rajshahi,24.3745,88.6042,2024-10-04T16:00,7.0,136,27.5,1002.4
Rajshahi,24.3745,88.6042,2024-10-04T17:00,5.5,169,26.8,1003.4
Rajshahi,24.3745,88.6042,2024-10-04T18:00,6.6,191,26.4,1003.2
Rajshahi,24.3745,88.6042,2024-10-04T19:00,16.4,189,26.2,1004.5
Rajshahi,24.3745,88.6042,2024-10-04T20:00,14.5,191,26.1,1005.6
Rajshahi,24.3745,88.6042,2024-10-04T21:00,12.4,194,25.9,1006.3
Rajshahi,24.3745,88.6042,2024-10-04T22:00,11.3,180,25.7,1006.6
Rajshahi,24.3745,88.6042,2024-10-04T23:00,11.2,185,25.6,1006.5
Rajshahi,24.3745,88.6042,2024-10-05T00:00,10.8,179,25.5,1006.3
Rajshahi,24.3745,88.6042,2024-10-05T01:00,12.8,170,25.6,1006.1
Rajshahi,24.3745,88.6042,2024-10-05T02:00,9.9,178,25.4,1005.5
Rajshahi,24.3745,88.6042,2024-10-05T03:00,11.0,169,25.3,1005.2
Rajshahi,24.3745,88.6042,2024-10-05T04:00,10.6,165,25.2,1005.1
Rajshahi,24.3745,88.6042,2024-10-05T05:00,10.0,187,25.1,1005.4
Rajshahi,24.3745,88.6042,2024-10-05T06:00,9.7,180,25.0,1006.1
Rajshahi,24.3745,88.6042,2024-10-05T07:00,8.3,150,25.9,1006.8
Rajshahi,24.3745,88.6042,2024-10-05T08:00,9.0,195,26.1,1008.0
Rajshahi,24.3745,88.6042,2024-10-05T09:00,8.2,213,26.8,1008.3
Rajshahi,24.3745,88.6042,2024-10-05T10:00,6.7,200,28.1,1008.8
Rajshahi,24.3745,88.6042,2024-10-05T11:00,5.2,194,29.4,1008.5
Rajshahi,24.3745,88.6042,2024-10-05T12:00,6.3,177,28.9,1007.7
Rajshahi,24.3745,88.6042,2024-10-05T13:00,3.0,163,29.3,1007.0
Rajshahi,24.3745,88.6042,2024-10-05T14:00,6.3,153,29.7,1005.7
Rajshahi,24.3745,88.6042,2024-10-05T15:00,8.8,181,27.3,1005.1
Rajshahi,24.3745,88.6042,2024-10-05T16:00,2.7,157,27.1,1004.8
Rajshahi,24.3745,88.6042,2024-10-05T17:00,5.0,19,27.2,1005.6
Rajshahi,24.3745,88.6042,2024-10-05T18:00,6.3,177,26.0,1006.5
Rajshahi,24.3745,88.6042,2024-10-05T19:00,1.8,217,26.3,1007.8
Rajshahi,24.3745,88.6042,2024-10-05T20:00,12.6,34,26.2,1008.8
Rajshahi,24.3745,88.6042,2024-10-05T21:00,12.8,73,25.9,1009.4
Rajshahi,24.3745,88.6042,2024-10-05T22:00,10.4,80,25.7,1009.7
Rajshahi,24.3745,88.6042,2024-10-05T23:00,13.7,74,25.4,1009.7
Rajshahi,24.3745,88.6042,2024-10-06T00:00,14.5,79,25.1,1009.5
Rajshahi,24.3745,88.6042,2024-10-06T01:00,13.3,82,25.0,1009.2
Rajshahi,24.3745,88.6042,2024-10-06T02:00,11.7,90,25.0,1008.8
Rajshahi,24.3745,88.6042,2024-10-06T03:00,12.8,96,25.1,1008.8
Rajshahi,24.3745,88.6042,2024-10-06T04:00,14.6,99,25.4,1009.1
Rajshahi,24.3745,88.6042,2024-10-06T05:00,16.0,105,24.9,1009.5
Rajshahi,24.3745,88.6042,2024-10-06T06:00,12.9,105,24.7,1009.8
Rajshahi,24.3745,88.6042,2024-10-06T07:00,12.3,101,25.5,1010.3
Rajshahi,24.3745,88.6042,2024-10-06T08:00,11.8,109,26.0,1011.4
Rajshahi,24.3745,88.6042,2024-10-06T09:00,10.1,119,26.9,1011.9
Rajshahi,24.3745,88.6042,2024-10-06T10:00,9.4,128,27.9,1012.2
Rajshahi,24.3745,88.6042,2024-10-06T11:00,11.2,132,29.0,1011.9
Rajshahi,24.3745,88.6042,2024-10-06T12:00,11.6,134,29.7,1011.2
Rajshahi,24.3745,88.6042,2024-10-06T13:00,9.7,135,30.2,1009.8
Rajshahi,24.3745,88.6042,2024-10-06T14:00,6.8,140,30.7,1008.3
Rajshahi,24.3745,88.6042,2024-10-06T15:00,18.0,196,26.5,1008.3
Rajshahi,24.3745,88.6042,2024-10-06T16:00,5.3,35,26.2,1007.9
Rajshahi,24.3745,88.6042,2024-10-06T17:00,6.3,129,26.7,1008.2
Rajshahi,24.3745,88.6042,2024-10-06T18:00,8.2,131,26.0,1009.0
Rajshahi,24.3745,88.6042,2024-10-06T19:00,14.0,102,26.6,1010.1
Rajshahi,24.3745,88.6042,2024-10-06T20:00,15.9,96,26.3,1011.4
Rajshahi,24.3745,88.6042,2024-10-06T21:00,15.6,98,26.1,1012.1
Rajshahi,24.3745,88.6042,2024-10-06T22:00,14.7,101,25.7,1012.1
Rajshahi,24.3745,88.6042,2024-10-06T23:00,14.2,103,25.4,1012.0
Rajshahi,24.3745,88.6042,2024-10-07T00:00,13.1,113,25.2,1011.9
Rajshahi,24.3745,88.6042,2024-10-07T01:00,9.4,132,24.7,1011.9
Rajshahi,24.3745,88.6042,2024-10-07T02:00,5.1,126,24.7,1011.7
Rajshahi,24.3745,88.6042,2024-10-07T03:00,4.0,180,24.6,1011.7
Rajshahi,24.3745,88.6042,2024-10-07T04:00,7.1,124,24.5,1011.4
Rajshahi,24.3745,88.6042,2024-10-07T05:00,4.1,88,24.2,1011.8
Rajshahi,24.3745,88.6042,2024-10-07T06:00,7.4,41,24.0,1012.8
Rajshahi,24.3745,88.6042,2024-10-07T07:00,6.3,24,25.4,1013.5
Rajshahi,24.3745,88.6042,2024-10-07T08:00,6.1,56,26.6,1014.3
Rajshahi,24.3745,88.6042,2024-10-07T09:00,6.5,71,28.0,1014.5
Rajshahi,24.3745,88.6042,2024-10-07T10:00,5.3,100,29.0,1014.9
Rajshahi,24.3745,88.6042,2024-10-07T11:00,4.5,113,29.6,1014.3
Rajshahi,24.3745,88.6042,2024-10-07T12:00,4.6,103,30.1,1013.1
Rajshahi,24.3745,88.6042,2024-10-07T13:00,4.0,122,30.5,1012.0
Rajshahi,24.3745,88.6042,2024-10-07T14:00,3.2,137,30.6,1010.5
Rajshahi,24.3745,88.6042,2024-10-07T15:00,1.5,166,30.6,1008.9
Rajshahi,24.3745,88.6042,2024-10-07T16:00,3.8,172,30.8,1008.6
Rajshahi,24.3745,88.6042,2024-10-07T17:00,9.1,166,30.2,1009.5
Rajshahi,24.3745,88.6042,2024-10-07T18:00,15.1,172,28.6,1010.1
Rajshahi,24.3745,88.6042,2024-10-07T19:00,9.2,101,27.4,1011.0
Rajshahi,24.3745,88.6042,2024-10-07T20:00,13.6,119,27.0,1012.1
Rajshahi,24.3745,88.6042,2024-10-07T21:00,18.8,148,26.9,1013.0
Rajshahi,24.3745,88.6042,2024-10-07T22:00,17.9,174,26.6,1013.3
Rajshahi,24.3745,88.6042,2024-10-07T23:00,12.7,187,25.8,1012.9
Rajshahi,24.3745,88.6042,2024-10-08T00:00,8.6,216,25.7,1012.7
Rajshahi,24.3745,88.6042,2024-10-08T01:00,10.0,219,25.1,1012.3
Rajshahi,24.3745,88.6042,2024-10-08T02:00,8.7,222,24.9,1011.8
Rajshahi,24.3745,88.6042,2024-10-08T03:00,10.2,211,24.6,1011.5
Rajshahi,24.3745,88.6042,2024-10-08T04:00,5.8,277,24.2,1011.8
Rajshahi,24.3745,88.6042,2024-10-08T05:00,5.5,281,24.7,1012.1
Rajshahi,24.3745,88.6042,2024-10-08T06:00,10.1,311,24.5,1012.6
Rajshahi,24.3745,88.6042,2024-10-08T07:00,7.8,262,26.0,1013.0
Rajshahi,24.3745,88.6042,2024-10-08T08:00,8.6,268,27.8,1013.7
Rajshahi,24.3745,88.6042,2024-10-08T09:00,7.0,280,29.4,1014.5
Rajshahi,24.3745,88.6042,2024-10-08T10:00,3.5,255,30.3,1014.4
Rajshahi,24.3745,88.6042,2024-10-08T11:00,4.4,249,31.0,1013.4
Rajshahi,24.3745,88.6042,2024-10-08T12:00,4.0,252,31.6,1012.1
Rajshahi,24.3745,88.6042,2024-10-08T13:00,5.1,252,31.9,1010.5
Rajshahi,24.3745,88.6042,2024-10-08T14:00,9.6,258,31.4,1008.9
Rajshahi,24.3745,88.6042,2024-10-08T15:00,7.0,168,30.9,1007.9
Rajshahi,24.3745,88.6042,2024-10-08T16:00,12.3,263,28.0,1008.5
Rajshahi,24.3745,88.6042,2024-10-08T17:00,12.6,202,27.3,1009.3
Rajshahi,24.3745,88.6042,2024-10-08T18:00,16.6,199,26.9,1010.0
Rajshahi,24.3745,88.6042,2024-10-08T19:00,10.6,191,27.0,1010.6
Rajshahi,24.3745,88.6042,2024-10-08T20:00,14.5,188,27.1,1011.0
Rajshahi,24.3745,88.6042,2024-10-08T21:00,15.7,193,26.8,1011.8
Rajshahi,24.3745,88.6042,2024-10-08T22:00,15.8,197,26.5,1012.0
Rajshahi,24.3745,88.6042,2024-10-08T23:00,14.8,207,26.1,1012.0
Rajshahi,24.3745,88.6042,2024-10-09T00:00,15.0,212,25.8,1011.4
Rajshahi,24.3745,88.6042,2024-10-09T01:00,15.2,216,25.6,1010.7
Rajshahi,24.3745,88.6042,2024-10-09T02:00,15.6,220,25.5,1010.3
Rajshahi,24.3745,88.6042,2024-10-09T03:00,14.0,221,25.3,1009.8
Rajshahi,24.3745,88.6042,2024-10-09T04:00,11.9,221,25.0,1009.6
Rajshahi,24.3745,88.6042,2024-10-09T05:00,12.6,218,24.9,1009.5
Rajshahi,24.3745,88.6042,2024-10-09T06:00,13.7,220,24.8,1009.8
Rajshahi,24.3745,88.6042,2024-10-09T07:00,13.2,202,25.9,1011.2
Rajshahi,24.3745,88.6042,2024-10-09T08:00,9.0,195,27.5,1011.8
Rajshahi,24.3745,88.6042,2024-10-09T09:00,8.3,198,29.0,1012.1
Rajshahi,24.3745,88.6042,2024-10-09T10:00,7.6,223,30.1,1011.9
Rajshahi,24.3745,88.6042,2024-10-09T11:00,8.8,224,30.8,1011.3
Rajshahi,24.3745,88.6042,2024-10-09T12:00,8.4,230,31.2,1010.1
Rajshahi,24.3745,88.6042,2024-10-09T13:00,7.8,238,31.1,1008.7
Rajshahi,24.3745,88.6042,2024-10-09T14:00,7.7,233,31.0,1006.8
Rajshahi,24.3745,88.6042,2024-10-09T15:00,22.2,295,26.1,1006.8
Rajshahi,24.3745,88.6042,2024-10-09T16:00,9.9,213,25.9,1007.1
Rajshahi,24.3745,88.6042,2024-10-09T17:00,12.9,222,26.2,1007.8
Rajshahi,24.3745,88.6042,2024-10-09T18:00,19.8,188,25.9,1007.7
Rajshahi,24.3745,88.6042,2024-10-09T19:00,19.3,189,25.7,1008.3
Rajshahi,24.3745,88.6042,2024-10-09T20:00,17.6,206,25.5,1009.4
Rajshahi,24.3745,88.6042,2024-10-09T21:00,17.8,225,25.3,1009.7
Rajshahi,24.3745,88.6042,2024-10-09T22:00,17.2,208,25.3,1009.9
Rajshahi,24.3745,88.6042,2024-10-09T23:00,17.5,199,25.1,1010.0
Rajshahi,24.3745,88.6042,2024-10-10T00:00,14.9,212,24.8,1009.7
Rajshahi,24.3745,88.6042,2024-10-10T01:00,14.9,223,24.7,1009.4
Rajshahi,24.3745,88.6042,2024-10-10T02:00,14.0,235,24.5,1008.8
Rajshahi,24.3745,88.6042,2024-10-10T03:00,19.8,211,24.4,1008.7
Rajshahi,24.3745,88.6042,2024-10-10T04:00,18.7,236,24.1,1008.4
Rajshahi,24.3745,88.6042,2024-10-10T05:00,17.2,237,24.0,1008.4
Rajshahi,24.3745,88.6042,2024-10-10T06:00,17.1,235,24.0,1008.8
Rajshahi,24.3745,88.6042,2024-10-10T07:00,19.3,225,25.7,1010.0
Rajshahi,24.3745,88.6042,2024-10-10T08:00,12.6,222,26.4,1010.2
Rajshahi,24.3745,88.6042,2024-10-10T09:00,9.7,225,27.9,1010.7
Rajshahi,24.3745,88.6042,2024-10-10T10:00,9.0,218,29.7,1010.8
Rajshahi,24.3745,88.6042,2024-10-10T11:00,7.1,225,30.8,1009.8
Rajshahi,24.3745,88.6042,2024-10-10T12:00,8.2,220,31.3,1008.6
Rajshahi,24.3745,88.6042,2024-10-10T13:00,10.1,205,31.7,1007.5
Rajshahi,24.3745,88.6042,2024-10-10T14:00,11.5,210,31.7,1005.9
Rajshahi,24.3745,88.6042,2024-10-10T15:00,8.8,261,30.3,1004.9
Rajshahi,24.3745,88.6042,2024-10-10T16:00,9.8,204,29.1,1005.2
Rajshahi,24.3745,88.6042,2024-10-10T17:00,14.5,159,27.2,1006.6
Rajshahi,24.3745,88.6042,2024-10-10T18:00,15.5,215,25.6,1007.3
Rajshahi,24.3745,88.6042,2024-10-10T19:00,10.3,191,27.1,1007.4
Rajshahi,24.3745,88.6042,2024-10-10T20:00,15.1,181,27.0,1008.1
Rajshahi,24.3745,88.6042,2024-10-10T21:00,15.5,177,26.7,1008.5
Rajshahi,24.3745,88.6042,2024-10-10T22:00,17.1,182,26.4,1008.9
Rajshahi,24.3745,88.6042,2024-10-10T23:00,17.5,199,26.3,1009.0
Rajshahi,24.3745,88.6042,2024-10-11T00:00,17.6,206,26.1,1008.8
Rajshahi,24.3745,88.6042,2024-10-11T01:00,17.1,207,25.8,1008.5
Rajshahi,24.3745,88.6042,2024-10-11T02:00,17.6,213,25.5,1008.1
Rajshahi,24.3745,88.6042,2024-10-11T03:00,17.8,222,25.3,1007.6
Rajshahi,24.3745,88.6042,2024-10-11T04:00,16.9,224,25.1,1007.8
Rajshahi,24.3745,88.6042,2024-10-11T05:00,16.6,223,24.9,1008.2
Rajshahi,24.3745,88.6042,2024-10-11T06:00,13.1,236,24.7,1008.7
Rajshahi,24.3745,88.6042,2024-10-11T07:00,15.9,227,26.0,1009.4
Rajshahi,24.3745,88.6042,2024-10-11T08:00,10.4,222,27.4,1010.5
Rajshahi,24.3745,88.6042,2024-10-11T09:00,9.9,225,28.9,1011.0
Rajshahi,24.3745,88.6042,2024-10-11T10:00,7.5,235,30.3,1010.9
Rajshahi,24.3745,88.6042,2024-10-11T11:00,7.0,235,31.3,1010.3
Rajshahi,24.3745,88.6042,2024-10-11T12:00,8.2,241,31.6,1008.9
Rajshahi,24.3745,88.6042,2024-10-11T13:00,8.0,256,31.8,1007.7
Rajshahi,24.3745,88.6042,2024-10-11T14:00,8.6,239,32.2,1006.2
Rajshahi,24.3745,88.6042,2024-10-11T15:00,11.2,254,29.9,1005.8
Rajshahi,24.3745,88.6042,2024-10-11T16:00,7.4,244,30.0,1005.5
Rajshahi,24.3745,88.6042,2024-10-11T17:00,5.1,207,29.7,1005.4
Rajshahi,24.3745,88.6042,2024-10-11T18:00,17.3,188,28.2,1006.3
Rajshahi,24.3745,88.6042,2024-10-11T19:00,22.9,179,27.7,1007.2
Rajshahi,24.3745,88.6042,2024-10-11T20:00,20.8,186,27.3,1007.8
Rajshahi,24.3745,88.6042,2024-10-11T21:00,22.2,185,26.6,1008.5
Rajshahi,24.3745,88.6042,2024-10-11T22:00,15.6,213,26.1,1008.9
Rajshahi,24.3745,88.6042,2024-10-11T23:00,12.9,208,25.4,1009.1
Rajshahi,24.3745,88.6042,2024-10-12T00:00,13.6,215,25.2,1009.0
Rajshahi,24.3745,88.6042,2024-10-12T01:00,13.8,213,25.0,1008.6
Rajshahi,24.3745,88.6042,2024-10-12T02:00,14.5,218,24.8,1008.5
Rajshahi,24.3745,88.6042,2024-10-12T03:00,13.9,223,24.9,1008.6
Rajshahi,24.3745,88.6042,2024-10-12T04:00,12.7,224,24.9,1008.7
Rajshahi,24.3745,88.6042,2024-10-12T05:00,13.7,214,24.7,1009.0
Rajshahi,24.3745,88.6042,2024-10-12T06:00,19.0,190,24.6,1009.5
Rajshahi,24.3745,88.6042,2024-10-12T07:00,13.8,197,26.1,1010.6
Rajshahi,24.3745,88.6042,2024-10-12T08:00,12.7,213,27.5,1011.5
Rajshahi,24.3745,88.6042,2024-10-12T09:00,11.3,205,29.0,1011.9
Rajshahi,24.3745,88.6042,2024-10-12T10:00,11.1,219,30.2,1012.1
Rajshahi,24.3745,88.6042,2024-10-12T11:00,11.1,236,31.2,1011.7
Rajshahi,24.3745,88.6042,2024-10-12T12:00,9.6,247,31.8,1010.7
Rajshahi,24.3745,88.6042,2024-10-12T13:00,9.5,260,32.3,1009.7
Rajshahi,24.3745,88.6042,2024-10-12T14:00,9.7,274,32.5,1008.6
Rajshahi,24.3745,88.6042,2024-10-12T15:00,9.9,285,32.3,1007.8
Rajshahi,24.3745,88.6042,2024-10-12T16:00,11.8,299,31.9,1007.6
Rajshahi,24.3745,88.6042,2024-10-12T17:00,11.2,302,30.5,1007.7
Rajshahi,24.3745,88.6042,2024-10-12T18:00,9.4,310,28.6,1008.2
Rajshahi,24.3745,88.6042,2024-10-12T19:00,9.1,339,27.4,1008.8
Rajshahi,24.3745,88.6042,2024-10-12T20:00,15.3,348,27.0,1009.5
Rajshahi,24.3745,88.6042,2024-10-12T21:00,15.0,342,26.1,1010.2
Rajshahi,24.3745,88.6042,2024-10-12T22:00,13.5,331,25.4,1010.6
Rajshahi,24.3745,88.6042,2024-10-12T23:00,11.9,329,25.0,1010.8
Rajshahi,24.3745,88.6042,2024-10-13T00:00,8.9,331,25.8,1010.7
Rajshahi,24.3745,88.6042,2024-10-13T01:00,7.1,330,25.2,1010.6
Rajshahi,24.3745,88.6042,2024-10-13T02:00,5.6,318,24.9,1010.4
Rajshahi,24.3745,88.6042,2024-10-13T03:00,6.3,325,24.3,1010.3
Rajshahi,24.3745,88.6042,2024-10-13T04:00,5.9,329,24.1,1010.4
Rajshahi,24.3745,88.6042,2024-10-13T05:00,4.7,328,24.1,1010.6
Rajshahi,24.3745,88.6042,2024-10-13T06:00,5.0,339,23.3,1011.5
Rajshahi,24.3745,88.6042,2024-10-13T07:00,8.5,18,25.4,1012.4
Rajshahi,24.3745,88.6042,2024-10-13T08:00,9.9,22,27.3,1013.3
Rajshahi,24.3745,88.6042,2024-10-13T09:00,8.7,18,28.9,1013.6
Rajshahi,24.3745,88.6042,2024-10-13T10:00,8.6,16,30.0,1013.7
Rajshahi,24.3745,88.6042,2024-10-13T11:00,6.4,10,30.7,1012.9
Rajshahi,24.3745,88.6042,2024-10-13T12:00,5.6,358,31.5,1011.8
Rajshahi,24.3745,88.6042,2024-10-13T13:00,4.9,2,32.0,1010.5
Rajshahi,24.3745,88.6042,2024-10-13T14:00,5.3,350,32.2,1009.4
Rajshahi,24.3745,88.6042,2024-10-13T15:00,5.9,340,32.2,1008.6
Rajshahi,24.3745,88.6042,2024-10-13T16:00,9.5,327,31.7,1008.5
Rajshahi,24.3745,88.6042,2024-10-13T17:00,14.4,317,30.1,1008.6
Rajshahi,24.3745,88.6042,2024-10-13T18:00,17.3,315,28.1,1008.8
Rajshahi,24.3745,88.6042,2024-10-13T19:00,7.8,352,27.3,1009.9
Rajshahi,24.3745,88.6042,2024-10-13T20:00,7.1,354,27.1,1010.6
Rajshahi,24.3745,88.6042,2024-10-13T21:00,5.6,22,26.5,1010.9
Rajshahi,24.3745,88.6042,2024-10-13T22:00,5.3,55,25.7,1011.2
Rajshahi,24.3745,88.6042,2024-10-13T23:00,5.3,108,26.0,1011.3
Rajshahi,24.3745,88.6042,2024-10-14T00:00,7.1,124,25.1,1011.2
Rajshahi,24.3745,88.6042,2024-10-14T01:00,6.2,116,25.5,1011.1
Rajshahi,24.3745,88.6042,2024-10-14T02:00,5.2,112,25.7,1010.6
Rajshahi,24.3745,88.6042,2024-10-14T03:00,5.4,92,24.4,1010.5
Rajshahi,24.3745,88.6042,2024-10-14T04:00,6.1,60,24.4,1010.2
Rajshahi,24.3745,88.6042,2024-10-14T05:00,6.0,49,24.0,1010.3
Rajshahi,24.3745,88.6042,2024-10-14T06:00,6.6,37,23.8,1010.7
Rajshahi,24.3745,88.6042,2024-10-14T07:00,6.4,72,25.6,1012.1
Rajshahi,24.3745,88.6042,2024-10-14T08:00,5.5,52,27.4,1013.1
Rajshahi,24.3745,88.6042,2024-10-14T09:00,3.9,43,28.9,1013.5
Rajshahi,24.3745,88.6042,2024-10-14T10:00,3.3,49,30.0,1013.4
Rajshahi,24.3745,88.6042,2024-10-14T11:00,2.5,21,30.7,1012.6
Rajshahi,24.3745,88.6042,2024-10-14T12:00,4.1,331,31.3,1011.6
Rajshahi,24.3745,88.6042,2024-10-14T13:00,6.0,311,31.6,1010.5
Rajshahi,24.3745,88.6042,2024-10-14T14:00,7.1,294,32.0,1009.1
Rajshahi,24.3745,88.6042,2024-10-14T15:00,10.0,296,31.9,1008.1
Rajshahi,24.3745,88.6042,2024-10-14T16:00,12.0,302,31.3,1007.7
Rajshahi,24.3745,88.6042,2024-10-14T17:00,16.3,291,29.8,1007.8
Rajshahi,24.3745,88.6042,2024-10-14T18:00,16.8,295,28.3,1008.1
Rajshahi,24.3745,88.6042,2024-10-14T19:00,11.0,325,27.1,1009.0
Rajshahi,24.3745,88.6042,2024-10-14T20:00,8.9,351,26.6,1010.0
Rajshahi,24.3745,88.6042,2024-10-14T21:00,9.3,32,26.3,1010.6
Rajshahi,24.3745,88.6042,2024-10-14T22:00,9.7,65,25.8,1010.6
Rajshahi,24.3745,88.6042,2024-10-14T23:00,10.9,70,25.5,1010.8
Rajshahi,24.3745,88.6042,2024-10-15T00:00,11.3,72,25.4,1010.4
Rajshahi,24.3745,88.6042,2024-10-15T01:00,9.8,76,24.8,1010.0
Rajshahi,24.3745,88.6042,2024-10-15T02:00,7.0,80,25.3,1009.8
Rajshahi,24.3745,88.6042,2024-10-15T03:00,5.6,84,25.3,1009.9
Rajshahi,24.3745,88.6042,2024-10-15T04:00,3.0,142,25.3,1009.6
